年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,来源文件,建议Repo路径,文件数
2008,物理,浙江,老高考,2017,地方/区域卷,local,浙江卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（浙江）物理高考真题\2008年高考物理真题（浙江）（空白卷）.pdf,papers/2008/物理/浙江/浙江卷/2008_物理_浙江_浙江卷_原卷.pdf,2
2008,物理,安徽,老高考,2024,,missing,,missing,,,0
2008,物理,福建,老高考,2021,,missing,,missing,,,0
2008,物理,江西,老高考,2024,全国卷,common,江西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江西）物理高考真题\2008年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2008/物理/全国/江西卷/2008_物理_江西_江西卷_原卷.pdf,2
2008,物理,山东,老高考,2020,地方/区域卷,local,山东卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山东）物理高考真题\2008年高考物理真题（山东）（空白卷）.pdf,papers/2008/物理/山东/山东卷/2008_物理_山东_山东卷_原卷.pdf,2
2008,物理,河南,老高考,2025,全国卷,common,河南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河南）物理高考真题\2008年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2008/物理/全国/河南卷/2008_物理_河南_河南卷_原卷.pdf,2
2008,物理,湖北,老高考,2021,全国卷,common,湖北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖北）物理高考真题\2008年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2008/物理/全国/湖北卷/2008_物理_湖北_湖北卷_原卷.pdf,2
2008,物理,湖南,老高考,2021,全国卷,common,湖南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖南）物理高考真题\2008年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2008/物理/全国/湖南卷/2008_物理_湖南_湖南卷_原卷.pdf,2
2008,物理,广东,老高考,2021,地方/区域卷,local,广东卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广东）物理高考真题\2008年高考物理试卷（广东）（空白卷）.pdf,papers/2008/物理/广东/广东卷/2008_物理_广东_广东卷_原卷.pdf,2
2008,物理,广西,老高考,2024,全国卷,common,广西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广西）物理高考真题\2008年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2008/物理/全国/广西卷/2008_物理_广西_广西卷_原卷.pdf,2
2008,物理,海南,老高考,2020,地方/区域卷,local,海南卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（海南）物理高考真题\2008年高考物理试卷（海南）（空白卷）.pdf,papers/2008/物理/海南/海南卷/2008_物理_海南_海南卷_原卷.pdf,2
2008,物理,重庆,老高考,2021,,missing,,missing,,,0
2008,物理,四川,老高考,2025,地方/区域卷,local,四川卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（四川）物理高考真题\2008年高考物理真题（四川）（空白卷）.pdf,papers/2008/物理/四川/四川卷/2008_物理_四川_四川卷_原卷.pdf,2
2008,物理,贵州,老高考,2024,全国卷,common,贵州卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（贵州）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/贵州卷/2008_物理_贵州_贵州卷_原卷.pdf,2
2008,物理,云南,老高考,2025,全国卷,common,云南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（云南）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/云南卷/2008_物理_云南_云南卷_原卷.pdf,2
2008,物理,西藏,老高考,,全国卷,common,西藏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（西藏）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/西藏卷/2008_物理_西藏_西藏卷_原卷.pdf,2
2008,物理,陕西,老高考,2025,全国卷,common,陕西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（陕西）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/陕西卷/2008_物理_陕西_陕西卷_原卷.pdf,2
2008,物理,甘肃,老高考,2024,全国卷,common,甘肃卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（甘肃）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/甘肃卷/2008_物理_甘肃_甘肃卷_原卷.pdf,2
2008,物理,青海,老高考,2025,全国卷,common,青海卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（青海）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/青海卷/2008_物理_青海_青海卷_原卷.pdf,2
2008,物理,宁夏,老高考,2025,,missing,,missing,,,0
2008,物理,新疆,老高考,,全国卷,common,新疆卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（新疆）物理高考真题\2008年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2008/物理/全国/新疆卷/2008_物理_新疆_新疆卷_原卷.pdf,2
2009,物理,北京,老高考,2020,地方/区域卷,local,北京卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（北京）物理高考真题\2009年高考物理试卷（北京）（空白卷）.pdf,papers/2009/物理/北京/北京卷/2009_物理_北京_北京卷_原卷.pdf,2
2009,物理,天津,老高考,2020,地方/区域卷,local,天津卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（天津）物理高考真题\2009年高考物理真题（天津）（空白卷）.pdf,papers/2009/物理/天津/天津卷/2009_物理_天津_天津卷_原卷.pdf,2
2009,物理,河北,老高考,2021,全国卷,common,河北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河北）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/河北卷/2009_物理_河北_河北卷_原卷.pdf,2
2009,物理,山西,老高考,2025,全国卷,common,山西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山西）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/山西卷/2009_物理_山西_山西卷_原卷.pdf,2
2009,物理,内蒙古,老高考,2025,全国卷,common,内蒙古卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（内蒙古）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/内蒙古卷/2009_物理_内蒙古_内蒙古卷_原卷.pdf,2
2009,物理,辽宁,老高考,2021,,missing,,missing,,,0
2009,物理,吉林,老高考,2024,全国卷,common,吉林卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（吉林）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/吉林卷/2009_物理_吉林_吉林卷_原卷.pdf,2
2009,物理,黑龙江,老高考,2024,全国卷,common,黑龙江卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（黑龙江）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/黑龙江卷/2009_物理_黑龙江_黑龙江卷_原卷.pdf,2
2009,物理,上海,老高考,2017,地方/区域卷,local,上海卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（上海）物理高考真题\2009年高考物理试卷（上海）（空白卷）.pdf,papers/2009/物理/上海/上海卷/2009_物理_上海_上海卷_原卷.pdf,2
2009,物理,江苏,老高考,2021,地方/区域卷,local,江苏卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江苏）物理高考真题\2009年高考物理试卷（江苏）（空白卷）.pdf,papers/2009/物理/江苏/江苏卷/2009_物理_江苏_江苏卷_原卷.pdf,2
2009,物理,浙江,老高考,2017,地方/区域卷,local,浙江卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（浙江）物理高考真题\2009年高考物理真题（浙江）（空白卷）.pdf,papers/2009/物理/浙江/浙江卷/2009_物理_浙江_浙江卷_原卷.pdf,2
2009,物理,安徽,老高考,2024,,missing,,missing,,,0
2009,物理,福建,老高考,2021,,missing,,missing,,,0
2009,物理,江西,老高考,2024,全国卷,common,江西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江西）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/江西卷/2009_物理_江西_江西卷_原卷.pdf,2
2009,物理,山东,老高考,2020,地方/区域卷,local,山东卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山东）物理高考真题\2009年高考物理真题（山东）（空白卷）.pdf,papers/2009/物理/山东/山东卷/2009_物理_山东_山东卷_原卷.pdf,2
2009,物理,河南,老高考,2025,全国卷,common,河南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河南）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/河南卷/2009_物理_河南_河南卷_原卷.pdf,2
2009,物理,湖北,老高考,2021,全国卷,common,湖北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖北）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/湖北卷/2009_物理_湖北_湖北卷_原卷.pdf,2
2009,物理,湖南,老高考,2021,全国卷,common,湖南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖南）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/湖南卷/2009_物理_湖南_湖南卷_原卷.pdf,2
2009,物理,广东,老高考,2021,地方/区域卷,local,广东卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广东）物理高考真题\2009年高考物理试卷（广东）（空白卷）.pdf,papers/2009/物理/广东/广东卷/2009_物理_广东_广东卷_原卷.pdf,2
2009,物理,广西,老高考,2024,全国卷,common,广西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广西）物理高考真题\2009年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2009/物理/全国/广西卷/2009_物理_广西_广西卷_原卷.pdf,2
2009,物理,海南,老高考,2020,地方/区域卷,local,海南卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（海南）物理高考真题\2009年高考物理试卷（海南）（空白卷）.pdf,papers/2009/物理/海南/海南卷/2009_物理_海南_海南卷_原卷.pdf,2
2009,物理,重庆,老高考,2021,,missing,,missing,,,0
2009,物理,四川,老高考,2025,地方/区域卷,local,四川卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（四川）物理高考真题\2009年高考物理真题（四川）（空白卷）.pdf,papers/2009/物理/四川/四川卷/2009_物理_四川_四川卷_原卷.pdf,2
2009,物理,贵州,老高考,2024,全国卷,common,贵州卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（贵州）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/贵州卷/2009_物理_贵州_贵州卷_原卷.pdf,2
2009,物理,云南,老高考,2025,全国卷,common,云南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（云南）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/云南卷/2009_物理_云南_云南卷_原卷.pdf,2
2009,物理,西藏,老高考,,全国卷,common,西藏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（西藏）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/西藏卷/2009_物理_西藏_西藏卷_原卷.pdf,2
2009,物理,陕西,老高考,2025,全国卷,common,陕西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（陕西）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/陕西卷/2009_物理_陕西_陕西卷_原卷.pdf,2
2009,物理,甘肃,老高考,2024,全国卷,common,甘肃卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（甘肃）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/甘肃卷/2009_物理_甘肃_甘肃卷_原卷.pdf,2
2009,物理,青海,老高考,2025,全国卷,common,青海卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（青海）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/青海卷/2009_物理_青海_青海卷_原卷.pdf,2
2009,物理,宁夏,老高考,2025,,missing,,missing,,,0
2009,物理,新疆,老高考,,全国卷,common,新疆卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（新疆）物理高考真题\2009年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2009/物理/全国/新疆卷/2009_物理_新疆_新疆卷_原卷.pdf,2
2010,物理,北京,老高考,2020,地方/区域卷,local,北京卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（北京）物理高考真题\2010年高考物理试卷（北京）（空白卷）.pdf,papers/2010/物理/北京/北京卷/2010_物理_北京_北京卷_原卷.pdf,2
2010,物理,天津,老高考,2020,地方/区域卷,local,天津卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（天津）物理高考真题\2010年高考物理真题（天津）（空白卷）.pdf,papers/2010/物理/天津/天津卷/2010_物理_天津_天津卷_原卷.pdf,2
2010,物理,河北,老高考,2021,全国卷,common,河北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河北）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/河北卷/2010_物理_河北_河北卷_原卷.pdf,2
2010,物理,山西,老高考,2025,全国卷,common,山西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山西）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/山西卷/2010_物理_山西_山西卷_原卷.pdf,2
2010,物理,内蒙古,老高考,2025,全国卷,common,内蒙古卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（内蒙古）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/内蒙古卷/2010_物理_内蒙古_内蒙古卷_原卷.pdf,2
2010,物理,辽宁,老高考,2021,全国卷,common,辽宁卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2010-2024·（辽宁）物理高考真题\2010年高考物理试卷（新课标）（空白卷）.pdf,papers/2010/物理/全国/辽宁卷/2010_物理_辽宁_辽宁卷_原卷.pdf,2
2010,物理,吉林,老高考,2024,全国卷,common,新课标全国I卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（吉林）物理高考真题\2010年高考物理试卷（新课标Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/新课标全国I卷/2010_物理_吉林_新课标全国I卷_原卷.pdf,2
2010,物理,黑龙江,老高考,2024,全国卷,common,黑龙江卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（黑龙江）物理高考真题\2010年高考物理试卷（新课标）（空白卷）.pdf,papers/2010/物理/全国/黑龙江卷/2010_物理_黑龙江_黑龙江卷_原卷.pdf,2
2010,物理,上海,老高考,2017,地方/区域卷,local,上海卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（上海）物理高考真题\2010年高考物理试卷（上海）（空白卷）.pdf,papers/2010/物理/上海/上海卷/2010_物理_上海_上海卷_原卷.pdf,2
2010,物理,江苏,老高考,2021,地方/区域卷,local,江苏卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江苏）物理高考真题\2010年高考物理试卷（江苏）（空白卷）.pdf,papers/2010/物理/江苏/江苏卷/2010_物理_江苏_江苏卷_原卷.pdf,2
2010,物理,浙江,老高考,2017,地方/区域卷,local,浙江卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（浙江）物理高考真题\2010年高考物理真题（浙江）（空白卷）.pdf,papers/2010/物理/浙江/浙江卷/2010_物理_浙江_浙江卷_原卷.pdf,2
2010,物理,安徽,老高考,2024,,missing,,missing,,,0
2010,物理,福建,老高考,2021,,missing,,missing,,,0
2010,物理,江西,老高考,2024,全国卷,common,江西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（江西）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/江西卷/2010_物理_江西_江西卷_原卷.pdf,2
2010,物理,山东,老高考,2020,地方/区域卷,local,山东卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（山东）物理高考真题\2010年高考物理真题（山东）（空白卷）.pdf,papers/2010/物理/山东/山东卷/2010_物理_山东_山东卷_原卷.pdf,2
2010,物理,河南,老高考,2025,全国卷,common,河南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（河南）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/河南卷/2010_物理_河南_河南卷_原卷.pdf,2
2010,物理,湖北,老高考,2021,全国卷,common,湖北卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖北）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/湖北卷/2010_物理_湖北_湖北卷_原卷.pdf,2
2010,物理,湖南,老高考,2021,全国卷,common,湖南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（湖南）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/湖南卷/2010_物理_湖南_湖南卷_原卷.pdf,2
2010,物理,广东,老高考,2021,地方/区域卷,local,广东卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广东）物理高考真题\2010年高考物理试卷（广东）（空白卷）.pdf,papers/2010/物理/广东/广东卷/2010_物理_广东_广东卷_原卷.pdf,2
2010,物理,广西,老高考,2024,全国卷,common,广西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（广西）物理高考真题\2010年高考物理试卷（全国卷Ⅰ）（空白卷）.pdf,papers/2010/物理/全国/广西卷/2010_物理_广西_广西卷_原卷.pdf,2
2010,物理,海南,老高考,2020,地方/区域卷,local,海南卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（海南）物理高考真题\2010年高考物理试卷（海南）（空白卷）.pdf,papers/2010/物理/海南/海南卷/2010_物理_海南_海南卷_原卷.pdf,2
2010,物理,重庆,老高考,2021,,missing,,missing,,,0
2010,物理,四川,老高考,2025,地方/区域卷,local,四川卷,present_local,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（四川）物理高考真题\2010年高考物理真题（四川）（空白卷）.pdf,papers/2010/物理/四川/四川卷/2010_物理_四川_四川卷_原卷.pdf,2
2010,物理,贵州,老高考,2024,全国卷,common,贵州卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2023·（贵州）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/贵州卷/2010_物理_贵州_贵州卷_原卷.pdf,2
2010,物理,云南,老高考,2025,全国卷,common,云南卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（云南）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/云南卷/2010_物理_云南_云南卷_原卷.pdf,2
2010,物理,西藏,老高考,,全国卷,common,西藏卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（西藏）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/西藏卷/2010_物理_西藏_西藏卷_原卷.pdf,2
2010,物理,陕西,老高考,2025,全国卷,common,陕西卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（陕西）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/陕西卷/2010_物理_陕西_陕西卷_原卷.pdf,2
2010,物理,甘肃,老高考,2024,全国卷,common,甘肃卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（甘肃）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/甘肃卷/2010_物理_甘肃_甘肃卷_原卷.pdf,2
2010,物理,青海,老高考,2025,全国卷,common,青海卷,present_common,H:\New folder\【新·PDF版】2008-2024·高考物理真题\版本2：物理（按省份分类）2008-2024\2008-2024·（青海）物理高考真题\2010年高考物理试卷（全国卷Ⅱ）（空白卷）.pdf,papers/2010/物理/全国/青海卷/2010_物理_青海_青海卷_原卷.pdf,2
