年份,科目,地区,高考模式,改革起始年,卷别性质,范围,卷型,状态,试卷路径,Markdown路径,听力路径,OCR方式,识别页数
2009,数学,山西,老高考,2025,全国卷,common,山西卷,done,../../papers/2009/数学/全国/山西卷/2009_数学_山西卷_原卷.pdf,../../papers/2009/数学/全国/山西卷/2009_数学_山西卷_OCR与考点.md,,pypdf,5
2009,数学,内蒙古,老高考,2025,全国卷,common,内蒙古卷,done,../../papers/2009/数学/全国/内蒙古卷/2009_数学_内蒙古卷_原卷.pdf,../../papers/2009/数学/全国/内蒙古卷/2009_数学_内蒙古卷_OCR与考点.md,,pypdf,4
2009,数学,辽宁,老高考,2021,地方/区域卷,local,辽宁卷,done,../../papers/2009/数学/辽宁/辽宁卷/2009_数学_辽宁卷_原卷.pdf,../../papers/2009/数学/辽宁/辽宁卷/2009_数学_辽宁卷_OCR与考点.md,,pypdf,5
2009,数学,吉林,老高考,2024,全国卷,common,吉林卷,done,../../papers/2009/数学/全国/吉林卷/2009_数学_吉林卷_原卷.pdf,../../papers/2009/数学/全国/吉林卷/2009_数学_吉林卷_OCR与考点.md,,pypdf,4
2009,数学,黑龙江,老高考,2024,全国卷,common,黑龙江卷,done,../../papers/2009/数学/全国/黑龙江卷/2009_数学_黑龙江卷_原卷.pdf,../../papers/2009/数学/全国/黑龙江卷/2009_数学_黑龙江卷_OCR与考点.md,,pypdf,4
2009,数学,上海,老高考,2017,地方/区域卷,local,上海卷,done,../../papers/2009/数学/上海/上海卷/2009_数学_上海卷_原卷.pdf,../../papers/2009/数学/上海/上海卷/2009_数学_上海卷_OCR与考点.md,,pypdf,7
2009,数学,江苏,老高考,2021,地方/区域卷,local,江苏卷,done,../../papers/2009/数学/江苏/江苏卷/2009_数学_江苏卷_原卷.pdf,../../papers/2009/数学/江苏/江苏卷/2009_数学_江苏卷_OCR与考点.md,,pypdf,6
2009,数学,浙江,老高考,2017,地方/区域卷,local,浙江卷,done,../../papers/2009/数学/浙江/浙江卷/2009_数学_浙江卷_原卷.pdf,../../papers/2009/数学/浙江/浙江卷/2009_数学_浙江卷_OCR与考点.md,,pypdf,7
2009,数学,安徽,老高考,2024,,missing,,missing,,,,,
2009,数学,福建,老高考,2021,,missing,,missing,,,,,
2009,数学,江西,老高考,2024,地方/区域卷,local,江西卷,done,../../papers/2009/数学/江西/江西卷/2009_数学_江西卷_原卷.pdf,../../papers/2009/数学/江西/江西卷/2009_数学_江西卷_OCR与考点.md,,pypdf,6
2009,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,../../papers/2009/数学/山东/山东卷/2009_数学_山东卷_原卷.pdf,../../papers/2009/数学/山东/山东卷/2009_数学_山东卷_OCR与考点.md,,pypdf,4
2009,数学,河南,老高考,2025,全国卷,common,河南卷,done,../../papers/2009/数学/全国/河南卷/2009_数学_河南卷_原卷.pdf,../../papers/2009/数学/全国/河南卷/2009_数学_河南卷_OCR与考点.md,,pypdf,5
2009,数学,湖北,老高考,2021,,missing,,missing,,,,,
2009,数学,湖南,老高考,2021,地方/区域卷,local,湖南卷,done,../../papers/2009/数学/湖南/湖南卷/2009_数学_湖南卷_原卷.pdf,../../papers/2009/数学/湖南/湖南卷/2009_数学_湖南卷_OCR与考点.md,,pypdf,4
2009,数学,广东,老高考,2021,地方/区域卷,local,广东卷,done,../../papers/2009/数学/广东/广东卷/2009_数学_广东卷_原卷.pdf,../../papers/2009/数学/广东/广东卷/2009_数学_广东卷_OCR与考点.md,,pypdf,8
2009,数学,广西,老高考,2024,全国卷,common,广西卷,done,../../papers/2009/数学/全国/广西卷/2009_数学_广西卷_原卷.pdf,../../papers/2009/数学/全国/广西卷/2009_数学_广西卷_OCR与考点.md,,pypdf,5
2009,数学,海南,老高考,2020,全国卷,common,海南卷,done,../../papers/2009/数学/全国/海南卷/2009_数学_海南卷_原卷.pdf,../../papers/2009/数学/全国/海南卷/2009_数学_海南卷_OCR与考点.md,,pypdf,7
2009,数学,重庆,老高考,2021,,missing,,missing,,,,,
2009,数学,四川,老高考,2025,地方/区域卷,local,四川卷,done,../../papers/2009/数学/四川/四川卷/2009_数学_四川卷_原卷.pdf,../../papers/2009/数学/四川/四川卷/2009_数学_四川卷_OCR与考点.md,,pypdf,6
2009,数学,贵州,老高考,2024,全国卷,common,贵州卷,done,../../papers/2009/数学/全国/贵州卷/2009_数学_贵州卷_原卷.pdf,../../papers/2009/数学/全国/贵州卷/2009_数学_贵州卷_OCR与考点.md,,pypdf,4
2009,数学,云南,老高考,2025,全国卷,common,云南卷,done,../../papers/2009/数学/全国/云南卷/2009_数学_云南卷_原卷.pdf,../../papers/2009/数学/全国/云南卷/2009_数学_云南卷_OCR与考点.md,,pypdf,4
2009,数学,西藏,老高考,,全国卷,common,西藏卷,done,../../papers/2009/数学/全国/西藏卷/2009_数学_西藏卷_原卷.pdf,../../papers/2009/数学/全国/西藏卷/2009_数学_西藏卷_OCR与考点.md,,pypdf,4
2009,数学,陕西,老高考,2025,地方/区域卷,local,陕西卷,done,../../papers/2009/数学/陕西/陕西卷/2009_数学_陕西卷_原卷.pdf,../../papers/2009/数学/陕西/陕西卷/2009_数学_陕西卷_OCR与考点.md,,pypdf,5
2009,数学,甘肃,老高考,2024,全国卷,common,甘肃卷,done,../../papers/2009/数学/全国/甘肃卷/2009_数学_甘肃卷_原卷.pdf,../../papers/2009/数学/全国/甘肃卷/2009_数学_甘肃卷_OCR与考点.md,,pypdf,4
2009,数学,青海,老高考,2025,全国卷,common,青海卷,done,../../papers/2009/数学/全国/青海卷/2009_数学_青海卷_原卷.pdf,../../papers/2009/数学/全国/青海卷/2009_数学_青海卷_OCR与考点.md,,pypdf,4
2009,数学,宁夏,老高考,2025,全国卷,common,海南卷,done,../../papers/2009/数学/全国/海南卷/2009_数学_海南卷_原卷.pdf,../../papers/2009/数学/全国/海南卷/2009_数学_海南卷_OCR与考点.md,,pypdf,7
2009,数学,新疆,老高考,,全国卷,common,新疆卷,done,../../papers/2009/数学/全国/新疆卷/2009_数学_新疆卷_原卷.pdf,../../papers/2009/数学/全国/新疆卷/2009_数学_新疆卷_OCR与考点.md,,pypdf,4
2010,数学,北京,老高考,2020,地方/区域卷,local,北京卷,done,../../papers/2010/数学/北京/北京卷/2010_数学_北京卷_原卷.pdf,../../papers/2010/数学/北京/北京卷/2010_数学_北京卷_OCR与考点.md,,pypdf,6
2010,数学,天津,老高考,2020,地方/区域卷,local,天津卷,done,../../papers/2010/数学/天津/天津卷/2010_数学_天津卷_原卷.pdf,../../papers/2010/数学/天津/天津卷/2010_数学_天津卷_OCR与考点.md,,pypdf,5
2010,数学,河北,老高考,2021,全国卷,common,全国Ⅰ卷,done,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_原卷.pdf,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_OCR与考点.md,,pypdf,4
2010,数学,山西,老高考,2025,全国卷,common,全国Ⅰ卷,done,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_原卷.pdf,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_OCR与考点.md,,pypdf,4
2010,数学,内蒙古,老高考,2025,全国卷,common,内蒙古卷,done,../../papers/2010/数学/全国/内蒙古卷/2010_数学_内蒙古卷_原卷.pdf,../../papers/2010/数学/全国/内蒙古卷/2010_数学_内蒙古卷_OCR与考点.md,,pypdf,4
2010,数学,辽宁,老高考,2021,地方/区域卷,local,辽宁卷,done,../../papers/2010/数学/辽宁/辽宁卷/2010_数学_辽宁卷_原卷.pdf,../../papers/2010/数学/辽宁/辽宁卷/2010_数学_辽宁卷_OCR与考点.md,,pypdf,6
2010,数学,吉林,老高考,2024,全国卷,common,吉林卷,done,../../papers/2010/数学/全国/吉林卷/2010_数学_吉林卷_原卷.pdf,../../papers/2010/数学/全国/吉林卷/2010_数学_吉林卷_OCR与考点.md,,pypdf,6
2010,数学,黑龙江,老高考,2024,全国卷,common,黑龙江卷,done,../../papers/2010/数学/全国/黑龙江卷/2010_数学_黑龙江卷_原卷.pdf,../../papers/2010/数学/全国/黑龙江卷/2010_数学_黑龙江卷_OCR与考点.md,,pypdf,6
2010,数学,上海,老高考,2017,地方/区域卷,local,上海卷,done,../../papers/2010/数学/上海/上海卷/2010_数学_上海卷_原卷.pdf,../../papers/2010/数学/上海/上海卷/2010_数学_上海卷_OCR与考点.md,,pypdf,8
2010,数学,江苏,老高考,2021,地方/区域卷,local,江苏卷,done,../../papers/2010/数学/江苏/江苏卷/2010_数学_江苏卷_原卷.pdf,../../papers/2010/数学/江苏/江苏卷/2010_数学_江苏卷_OCR与考点.md,,pypdf,6
2010,数学,浙江,老高考,2017,地方/区域卷,local,浙江卷,done,../../papers/2010/数学/浙江/浙江卷/2010_数学_浙江卷_原卷.pdf,../../papers/2010/数学/浙江/浙江卷/2010_数学_浙江卷_OCR与考点.md,,pypdf,4
2010,数学,安徽,老高考,2024,,missing,,missing,,,,,
2010,数学,福建,老高考,2021,,missing,,missing,,,,,
2010,数学,江西,老高考,2024,地方/区域卷,local,江西卷,done,../../papers/2010/数学/江西/江西卷/2010_数学_江西卷_原卷.pdf,../../papers/2010/数学/江西/江西卷/2010_数学_江西卷_OCR与考点.md,,pypdf,5
2010,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,../../papers/2010/数学/山东/山东卷/2010_数学_山东卷_原卷.pdf,../../papers/2010/数学/山东/山东卷/2010_数学_山东卷_OCR与考点.md,,pypdf,5
2010,数学,河南,老高考,2025,全国卷,common,全国Ⅰ卷,done,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_原卷.pdf,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_OCR与考点.md,,pypdf,4
2010,数学,湖北,老高考,2021,,missing,,missing,,,,,
2010,数学,湖南,老高考,2021,地方/区域卷,local,湖南卷,done,../../papers/2010/数学/湖南/湖南卷/2010_数学_湖南卷_原卷.pdf,../../papers/2010/数学/湖南/湖南卷/2010_数学_湖南卷_OCR与考点.md,,pypdf,6
2010,数学,广东,老高考,2021,地方/区域卷,local,广东卷,done,../../papers/2010/数学/广东/广东卷/2010_数学_广东卷_原卷.pdf,../../papers/2010/数学/广东/广东卷/2010_数学_广东卷_OCR与考点.md,,pypdf,6
2010,数学,广西,老高考,2024,全国卷,common,全国Ⅰ卷,done,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_原卷.pdf,../../papers/2010/数学/全国/全国Ⅰ卷/2010_数学_全国Ⅰ卷_OCR与考点.md,,pypdf,4
2010,数学,海南,老高考,2020,全国卷,common,海南卷,done,../../papers/2010/数学/全国/海南卷/2010_数学_海南卷_原卷.pdf,../../papers/2010/数学/全国/海南卷/2010_数学_海南卷_OCR与考点.md,,pypdf,6
2010,数学,重庆,老高考,2021,,missing,,missing,,,,,
2010,数学,四川,老高考,2025,地方/区域卷,local,四川卷,done,../../papers/2010/数学/四川/四川卷/2010_数学_四川卷_原卷.pdf,../../papers/2010/数学/四川/四川卷/2010_数学_四川卷_OCR与考点.md,,pypdf,4
2010,数学,贵州,老高考,2024,全国卷,common,贵州卷,done,../../papers/2010/数学/全国/贵州卷/2010_数学_贵州卷_原卷.pdf,../../papers/2010/数学/全国/贵州卷/2010_数学_贵州卷_OCR与考点.md,,pypdf,4
2010,数学,云南,老高考,2025,全国卷,common,云南卷,done,../../papers/2010/数学/全国/云南卷/2010_数学_云南卷_原卷.pdf,../../papers/2010/数学/全国/云南卷/2010_数学_云南卷_OCR与考点.md,,pypdf,4
2010,数学,西藏,老高考,,全国卷,common,西藏卷,done,../../papers/2010/数学/全国/西藏卷/2010_数学_西藏卷_原卷.pdf,../../papers/2010/数学/全国/西藏卷/2010_数学_西藏卷_OCR与考点.md,,pypdf,4
2010,数学,陕西,老高考,2025,地方/区域卷,local,陕西卷,done,../../papers/2010/数学/陕西/陕西卷/2010_数学_陕西卷_原卷.pdf,../../papers/2010/数学/陕西/陕西卷/2010_数学_陕西卷_OCR与考点.md,,pypdf,5
2010,数学,甘肃,老高考,2024,全国卷,common,甘肃卷,done,../../papers/2010/数学/全国/甘肃卷/2010_数学_甘肃卷_原卷.pdf,../../papers/2010/数学/全国/甘肃卷/2010_数学_甘肃卷_OCR与考点.md,,pypdf,4
2010,数学,青海,老高考,2025,全国卷,common,青海卷,done,../../papers/2010/数学/全国/青海卷/2010_数学_青海卷_原卷.pdf,../../papers/2010/数学/全国/青海卷/2010_数学_青海卷_OCR与考点.md,,pypdf,4
2010,数学,宁夏,老高考,2025,全国卷,common,海南卷,done,../../papers/2010/数学/全国/海南卷/2010_数学_海南卷_原卷.pdf,../../papers/2010/数学/全国/海南卷/2010_数学_海南卷_OCR与考点.md,,pypdf,6
2010,数学,新疆,老高考,,全国卷,common,新疆卷,done,../../papers/2010/数学/全国/新疆卷/2010_数学_新疆卷_原卷.pdf,../../papers/2010/数学/全国/新疆卷/2010_数学_新疆卷_OCR与考点.md,,pypdf,4
2011,数学,北京,老高考,2020,地方/区域卷,local,北京卷,done,../../papers/2011/数学/北京/北京卷/2011_数学_北京卷_原卷.pdf,../../papers/2011/数学/北京/北京卷/2011_数学_北京卷_OCR与考点.md,,pypdf,4
2011,数学,天津,老高考,2020,地方/区域卷,local,天津卷,done,../../papers/2011/数学/天津/天津卷/2011_数学_天津卷_原卷.pdf,../../papers/2011/数学/天津/天津卷/2011_数学_天津卷_OCR与考点.md,,pypdf,4
2011,数学,河北,老高考,2021,地方/区域卷,local,河北卷,done,../../papers/2011/数学/河北/河北卷/2011_数学_河北卷_原卷.pdf,../../papers/2011/数学/河北/河北卷/2011_数学_河北卷_OCR与考点.md,,pypdf,4
2011,数学,山西,老高考,2025,全国卷,common,山西卷,done,../../papers/2011/数学/全国/山西卷/2011_数学_山西卷_原卷.pdf,../../papers/2011/数学/全国/山西卷/2011_数学_山西卷_OCR与考点.md,,pypdf,6
2011,数学,内蒙古,老高考,2025,地方/区域卷,local,内蒙古卷,done,../../papers/2011/数学/内蒙古/内蒙古卷/2011_数学_内蒙古卷_原卷.pdf,../../papers/2011/数学/内蒙古/内蒙古卷/2011_数学_内蒙古卷_OCR与考点.md,,pypdf,4
2011,数学,辽宁,老高考,2021,地方/区域卷,local,辽宁卷,done,../../papers/2011/数学/辽宁/辽宁卷/2011_数学_辽宁卷_原卷.pdf,../../papers/2011/数学/辽宁/辽宁卷/2011_数学_辽宁卷_OCR与考点.md,,pypdf,7
2011,数学,吉林,老高考,2024,全国卷,common,吉林卷,done,../../papers/2011/数学/全国/吉林卷/2011_数学_吉林卷_原卷.pdf,../../papers/2011/数学/全国/吉林卷/2011_数学_吉林卷_OCR与考点.md,,pypdf,6
2011,数学,黑龙江,老高考,2024,全国卷,common,黑龙江卷,done,../../papers/2011/数学/全国/黑龙江卷/2011_数学_黑龙江卷_原卷.pdf,../../papers/2011/数学/全国/黑龙江卷/2011_数学_黑龙江卷_OCR与考点.md,,pypdf,6
2011,数学,上海,老高考,2017,地方/区域卷,local,上海卷,done,../../papers/2011/数学/上海/上海卷/2011_数学_上海卷_原卷.pdf,../../papers/2011/数学/上海/上海卷/2011_数学_上海卷_OCR与考点.md,,pypdf,4
2011,数学,江苏,老高考,2021,地方/区域卷,local,江苏卷,done,../../papers/2011/数学/江苏/江苏卷/2011_数学_江苏卷_原卷.pdf,../../papers/2011/数学/江苏/江苏卷/2011_数学_江苏卷_OCR与考点.md,,pypdf,7
2011,数学,浙江,老高考,2017,地方/区域卷,local,浙江卷,done,../../papers/2011/数学/浙江/浙江卷/2011_数学_浙江卷_原卷.pdf,../../papers/2011/数学/浙江/浙江卷/2011_数学_浙江卷_OCR与考点.md,,pypdf,5
2011,数学,安徽,老高考,2024,,missing,,missing,,,,,
2011,数学,福建,老高考,2021,,missing,,missing,,,,,
2011,数学,江西,老高考,2024,地方/区域卷,local,江西卷,done,../../papers/2011/数学/江西/江西卷/2011_数学_江西卷_原卷.pdf,../../papers/2011/数学/江西/江西卷/2011_数学_江西卷_OCR与考点.md,,pypdf,7
2011,数学,山东,老高考,2020,地方/区域卷,local,山东卷,done,../../papers/2011/数学/山东/山东卷/2011_数学_山东卷_原卷.pdf,../../papers/2011/数学/山东/山东卷/2011_数学_山东卷_OCR与考点.md,,pypdf,8
2011,数学,河南,老高考,2025,全国卷,common,河南卷,done,../../papers/2011/数学/全国/河南卷/2011_数学_河南卷_原卷.pdf,../../papers/2011/数学/全国/河南卷/2011_数学_河南卷_OCR与考点.md,,pypdf,6
2011,数学,湖北,老高考,2021,,missing,,missing,,,,,
2011,数学,湖南,老高考,2021,地方/区域卷,local,湖南卷,done,../../papers/2011/数学/湖南/湖南卷/2011_数学_湖南卷_原卷.pdf,../../papers/2011/数学/湖南/湖南卷/2011_数学_湖南卷_OCR与考点.md,,pypdf,5
2011,数学,广东,老高考,2021,地方/区域卷,local,广东卷,done,../../papers/2011/数学/广东/广东卷/2011_数学_广东卷_原卷.pdf,../../papers/2011/数学/广东/广东卷/2011_数学_广东卷_OCR与考点.md,,pypdf,7
2011,数学,广西,老高考,2024,全国卷,common,广西卷,done,../../papers/2011/数学/全国/广西卷/2011_数学_广西卷_原卷.pdf,../../papers/2011/数学/全国/广西卷/2011_数学_广西卷_OCR与考点.md,,pypdf,6
2011,数学,海南,老高考,2020,全国卷,common,海南卷,done,../../papers/2011/数学/全国/海南卷/2011_数学_海南卷_原卷.pdf,../../papers/2011/数学/全国/海南卷/2011_数学_海南卷_OCR与考点.md,,pypdf,6
2011,数学,重庆,老高考,2021,,missing,,missing,,,,,
2011,数学,四川,老高考,2025,地方/区域卷,local,四川卷,done,../../papers/2011/数学/四川/四川卷/2011_数学_四川卷_原卷.pdf,../../papers/2011/数学/四川/四川卷/2011_数学_四川卷_OCR与考点.md,,pypdf,4
2011,数学,贵州,老高考,2024,地方/区域卷,local,贵州卷,done,../../papers/2011/数学/贵州/贵州卷/2011_数学_贵州卷_原卷.pdf,../../papers/2011/数学/贵州/贵州卷/2011_数学_贵州卷_OCR与考点.md,,pypdf,4
2011,数学,云南,老高考,2025,全国卷,common,云南卷,done,../../papers/2011/数学/全国/云南卷/2011_数学_云南卷_原卷.pdf,../../papers/2011/数学/全国/云南卷/2011_数学_云南卷_OCR与考点.md,,pypdf,6
2011,数学,西藏,老高考,,地方/区域卷,local,西藏卷,done,../../papers/2011/数学/西藏/西藏卷/2011_数学_西藏卷_原卷.pdf,../../papers/2011/数学/西藏/西藏卷/2011_数学_西藏卷_OCR与考点.md,,pypdf,4
2011,数学,陕西,老高考,2025,地方/区域卷,local,陕西卷,done,../../papers/2011/数学/陕西/陕西卷/2011_数学_陕西卷_原卷.pdf,../../papers/2011/数学/陕西/陕西卷/2011_数学_陕西卷_OCR与考点.md,,pypdf,8
2011,数学,甘肃,老高考,2024,全国卷,common,甘肃卷,done,../../papers/2011/数学/全国/甘肃卷/2011_数学_甘肃卷_原卷.pdf,../../papers/2011/数学/全国/甘肃卷/2011_数学_甘肃卷_OCR与考点.md,,pypdf,6
2011,数学,青海,老高考,2025,地方/区域卷,local,青海卷,done,../../papers/2011/数学/青海/青海卷/2011_数学_青海卷_原卷.pdf,../../papers/2011/数学/青海/青海卷/2011_数学_青海卷_OCR与考点.md,,pypdf,4
2011,数学,宁夏,老高考,2025,全国卷,common,宁夏卷,done,../../papers/2011/数学/全国/宁夏卷/2011_数学_宁夏卷_原卷.pdf,../../papers/2011/数学/全国/宁夏卷/2011_数学_宁夏卷_OCR与考点.md,,pypdf,6
2011,数学,新疆,老高考,,全国卷,common,新疆卷,done,../../papers/2011/数学/全国/新疆卷/2011_数学_新疆卷_原卷.pdf,../../papers/2011/数学/全国/新疆卷/2011_数学_新疆卷_OCR与考点.md,,pypdf,6
2012,数学,北京,老高考,2020,地方/区域卷,local,北京卷,done,../../papers/2012/数学/北京/北京卷/2012_数学_北京卷_原卷.pdf,../../papers/2012/数学/北京/北京卷/2012_数学_北京卷_OCR与考点.md,,pypdf,6
